dbname	description	PSMs	peptides	NSAF	TOP3	sq	score	q	q_uncorrected	length	all proteins	groupleader
sp|P09651|ROA1_HUMAN	Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5	36	13	0.001389782640914171	0.0	46.50537634408602	0.0	0.001064679265371307	0.0005323396326856535	372	sp|Q32P51|RA1L2_HUMAN;sp|P09651|ROA1_HUMAN;sp|P22626|ROA2_HUMAN;sp|P51991|ROA3_HUMAN	True
sp|P22626|ROA2_HUMAN	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2	44	17	0.0017900505403276006	0.0	56.94050991501416	0.0	0.001064679265371307	0.0005323396326856535	353	sp|Q32P51|RA1L2_HUMAN;sp|P09651|ROA1_HUMAN;sp|P22626|ROA2_HUMAN	True
sp|P67809|YBOX1_HUMAN	Nuclease-sensitive element-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3	23	11	0.001019459900176753	0.0	49.691358024691354	0.0	0.001064679265371307	0.0005323396326856535	324	sp|Q9Y2T7|YBOX2_HUMAN;sp|P67809|YBOX1_HUMAN;sp|P16989|YBOX3_HUMAN	True
sp|P20930|FILA_HUMAN	Filaggrin OS=Homo sapiens OX=9606 GN=FLG PE=1 SV=3	30	16	0.00010609027793237946	0.0	13.00172371337109	0.0	0.001064679265371307	0.0005323396326856535	4061	sp|P20930|FILA_HUMAN	True
sp|P08670|VIME_HUMAN	Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4	265	48	0.00816671272897705	0.0	84.12017167381974	0.0	0.001064679265371307	0.0005323396326856535	466	sp|Q5XKE5|K2C79_HUMAN;sp|Q01546|K22O_HUMAN;sp|P12036|NFH_HUMAN;sp|P02538|K2C6A_HUMAN;sp|P78386|KRT85_HUMAN;sp|P17661|DESM_HUMAN;sp|P07197|NFM_HUMAN;sp|Q8N1N4|K2C78_HUMAN;sp|P05787|K2C8_HUMAN;sp|P12035|K2C3_HUMAN;sp|P04259|K2C6B_HUMAN;sp|Q9NSB2|KRT84_HUMAN;sp|P08670|VIME_HUMAN;sp|Q14533|KRT81_HUMAN;sp|P14136|GFAP_HUMAN;sp|O95678|K2C75_HUMAN;sp|P48668|K2C6C_HUMAN;sp|P08729|K2C7_HUMAN;sp|Q16352|AINX_HUMAN;sp|P07196|NFL_HUMAN;sp|P13647|K2C5_HUMAN;sp|O43790|KRT86_HUMAN;sp|P41219|PERI_HUMAN;sp|P78385|KRT83_HUMAN	True
sp|P27797|CALR_HUMAN	Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1	59	18	0.002031904436636306	0.0	53.71702637889688	0.0	0.001064679265371307	0.0005323396326856535	417	sp|P27797|CALR_HUMAN	True
sp|P14866|HNRPL_HUMAN	Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2	33	15	0.0008046110026345201	0.0	40.57724957555178	0.0	0.001064679265371307	0.0005323396326856535	589	sp|P14866|HNRPL_HUMAN	True
sp|P21333|FLNA_HUMAN	Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4	202	100	0.0010959348819297996	0.0	57.461276917264826	0.0	0.001064679265371307	0.0005323396326856535	2647	sp|Q14315|FLNC_HUMAN;sp|O75369|FLNB_HUMAN;sp|P21333|FLNA_HUMAN	True
sp|Q14315|FLNC_HUMAN	Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3	22	17	0.00011594272307076019	0.0	8.220183486238533	0.0	0.001064679265371307	0.0005323396326856535	2725	sp|Q14315|FLNC_HUMAN;sp|O75369|FLNB_HUMAN;sp|P21333|FLNA_HUMAN	True
sp|Q9NZT2|OGFR_HUMAN	Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=3	9	8	0.00019091548833828346	0.0	19.940915805022154	0.0	0.001064679265371307	0.0005323396326856535	677	sp|Q9NZT2|OGFR_HUMAN	True
