dbname	description	PSMs	peptides	NSAF	TOP3	sq	score	q	q_uncorrected	length	all proteins	groupleader
sp|P09493|TPM1_HUMAN	Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2	30	16	0.0012310698561838463	0.0	44.014084507042256	0.0	0.001413094677343382	0.0009420631182289214	284	sp|P06753|TPM3_HUMAN;sp|P07951|TPM2_HUMAN;sp|P09493|TPM1_HUMAN;sp|P67936|TPM4_HUMAN	True
sp|P07951|TPM2_HUMAN	Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1	25	14	0.0010258915468198718	0.0	39.7887323943662	0.0	0.001413094677343382	0.0009420631182289214	284	sp|P06753|TPM3_HUMAN;sp|P07951|TPM2_HUMAN;sp|P09493|TPM1_HUMAN;sp|P67936|TPM4_HUMAN	True
sp|O60814|H2B1K_HUMAN	Histone H2B type 1-K OS=Homo sapiens OX=9606 GN=HIST1H2BK PE=1 SV=3	42	7	0.003884709323957915	0.0	47.61904761904761	0.0	0.001413094677343382	0.0009420631182289214	126	sp|P23527|H2B1O_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q96A08|H2B1A_HUMAN;sp|P58876|H2B1D_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P33778|H2B1B_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q93079|H2B1H_HUMAN	True
sp|P33778|H2B1B_HUMAN	Histone H2B type 1-B OS=Homo sapiens OX=9606 GN=HIST1H2BB PE=1 SV=2	37	7	0.0034222439282486396	0.0	47.61904761904761	0.0	0.001413094677343382	0.0009420631182289214	126	sp|Q6DN03|H2B2C_HUMAN;sp|P23527|H2B1O_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q96A08|H2B1A_HUMAN;sp|P58876|H2B1D_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P33778|H2B1B_HUMAN;sp|Q6DRA6|H2B2D_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q93079|H2B1H_HUMAN	True
sp|P10412|H14_HUMAN	Histone H1.4 OS=Homo sapiens OX=9606 GN=HIST1H1E PE=1 SV=2	23	8	0.0012239495130278361	0.0	34.70319634703196	0.0	0.001413094677343382	0.0009420631182289214	219	sp|P16402|H13_HUMAN;sp|P16403|H12_HUMAN;sp|P10412|H14_HUMAN;sp|Q02539|H11_HUMAN;sp|P16401|H15_HUMAN;sp|P22492|H1T_HUMAN	True
sp|P16401|H15_HUMAN	Histone H1.5 OS=Homo sapiens OX=9606 GN=HIST1H1B PE=1 SV=3	20	8	0.0010313387585728978	0.0	30.08849557522124	0.0	0.001413094677343382	0.0009420631182289214	226	sp|P16402|H13_HUMAN;sp|P10412|H14_HUMAN;sp|Q02539|H11_HUMAN;sp|P16401|H15_HUMAN;sp|P16403|H12_HUMAN;sp|P22492|H1T_HUMAN	True
sp|P06748|NPM_HUMAN	Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2	52	13	0.0020612743351613428	0.0	51.70068027210885	0.0	0.001413094677343382	0.0009420631182289214	294	sp|P06748|NPM_HUMAN	True
sp|P67809|YBOX1_HUMAN	Nuclease-sensitive element-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3	44	13	0.0015826593542050764	0.0	55.55555555555556	0.0	0.001413094677343382	0.0009420631182289214	324	sp|Q9Y2T7|YBOX2_HUMAN;sp|P67809|YBOX1_HUMAN;sp|P16989|YBOX3_HUMAN	True
sp|Q16695|H31T_HUMAN	Histone H3.1t OS=Homo sapiens OX=9606 GN=HIST3H3 PE=1 SV=3	16	5	0.00137107387904397	0.0	29.411764705882355	0.0	0.001413094677343382	0.0009420631182289214	136	sp|Q71DI3|H32_HUMAN;sp|Q16695|H31T_HUMAN;sp|P68431|H31_HUMAN;sp|P84243|H33_HUMAN;sp|Q6NXT2|H3C_HUMAN	True
sp|Q14974|IMB1_HUMAN	Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2	35	21	0.0004656329669127638	0.0	32.30593607305936	0.0	0.001413094677343382	0.0009420631182289214	876	sp|Q14974|IMB1_HUMAN	True
sp|P07910|HNRPC_HUMAN	Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=4	30	17	0.001142561565869975	0.0	58.16993464052288	0.0	0.001413094677343382	0.0009420631182289214	306	sp|B7ZW38|HNRC3_HUMAN;sp|B2RXH8|HNRC2_HUMAN;sp|P0DMR1|HNRC4_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P07910|HNRPC_HUMAN	True
sp|P14314|GLU2B_HUMAN	Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2	23	16	0.0005076608775626821	0.0	35.03787878787879	0.0	0.001413094677343382	0.0009420631182289214	528	sp|P14314|GLU2B_HUMAN	True
sp|P80723|BASP1_HUMAN	Brain acid soluble protein 1 OS=Homo sapiens OX=9606 GN=BASP1 PE=1 SV=2	34	14	0.0017455522072410015	0.0	79.73568281938326	0.0	0.001413094677343382	0.0009420631182289214	227	sp|P80723|BASP1_HUMAN	True
sp|P09651|ROA1_HUMAN	Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5	61	18	0.001911026360979297	0.0	53.494623655913976	0.0	0.001413094677343382	0.0009420631182289214	372	sp|P51991|ROA3_HUMAN;sp|Q32P51|RA1L2_HUMAN;sp|P09651|ROA1_HUMAN;sp|P22626|ROA2_HUMAN	True
sp|P22626|ROA2_HUMAN	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2	69	18	0.0022780023514427437	0.0	58.35694050991501	0.0	0.001413094677343382	0.0009420631182289214	353	sp|P22626|ROA2_HUMAN;sp|Q32P51|RA1L2_HUMAN;sp|P09651|ROA1_HUMAN	True
sp|Q9UQ13|SHOC2_HUMAN	Leucine-rich repeat protein SHOC-2 OS=Homo sapiens OX=9606 GN=SHOC2 PE=1 SV=2	2	2	4.0048549731524896e-05	0.0	4.123711340206185	0.0	0.001413094677343382	0.0009420631182289214	582	sp|Q9UQ13|SHOC2_HUMAN	True
sp|P21291|CSRP1_HUMAN	Cysteine and glycine-rich protein 1 OS=Homo sapiens OX=9606 GN=CSRP1 PE=1 SV=3	14	7	0.0008453771585815151	0.0	54.40414507772021	0.0	0.001413094677343382	0.0009420631182289214	193	sp|P21291|CSRP1_HUMAN	True
sp|P26599|PTBP1_HUMAN	Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1	24	14	0.0005267402473163275	0.0	38.04143126177024	0.0	0.001413094677343382	0.0009420631182289214	531	sp|O95758|PTBP3_HUMAN;sp|P26599|PTBP1_HUMAN	True
sp|O75533|SF3B1_HUMAN	Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3	39	29	0.0003485513733919295	0.0	32.97546012269939	0.0	0.001413094677343382	0.0009420631182289214	1304	sp|O75533|SF3B1_HUMAN	True
