dbname	description	PSMs	peptides	NSAF	TOP3	sq	score	q	q_uncorrected	length	all proteins	groupleader
sp|O60814|H2B1K_HUMAN	Histone H2B type 1-K OS=Homo sapiens OX=9606 GN=HIST1H2BK PE=1 SV=3	40	7	0.003654150241581546	0.0	47.61904761904761	0.0	0.0009562514941429596	0.0004781257470714798	126	sp|Q96A08|H2B1A_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|P23527|H2B1O_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|P33778|H2B1B_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|P06899|H2B1J_HUMAN	True
sp|Q96A08|H2B1A_HUMAN	Histone H2B type 1-A OS=Homo sapiens OX=9606 GN=HIST1H2BA PE=1 SV=3	27	5	0.0024471297483977207	0.0	34.645669291338585	0.0	0.0009562514941429596	0.0004781257470714798	127	sp|Q96A08|H2B1A_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|P23527|H2B1O_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|P33778|H2B1B_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|P06899|H2B1J_HUMAN	True
sp|P10412|H14_HUMAN	Histone H1.4 OS=Homo sapiens OX=9606 GN=HIST1H1E PE=1 SV=2	22	6	0.0011563132956237496	0.0	30.136986301369863	0.0	0.0009562514941429596	0.0004781257470714798	219	sp|Q02539|H11_HUMAN;sp|P16403|H12_HUMAN;sp|P16402|H13_HUMAN;sp|P22492|H1T_HUMAN;sp|P10412|H14_HUMAN;sp|P16401|H15_HUMAN	True
sp|P67809|YBOX1_HUMAN	Nuclease-sensitive element-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3	36	14	0.001278952584553541	0.0	55.55555555555556	0.0	0.0009562514941429596	0.0004781257470714798	324	sp|Q9Y2T7|YBOX2_HUMAN;sp|P67809|YBOX1_HUMAN;sp|P16989|YBOX3_HUMAN	True
sp|P42566|EPS15_HUMAN	Epidermal growth factor receptor substrate 15 OS=Homo sapiens OX=9606 GN=EPS15 PE=1 SV=2	9	9	0.00011561959748754112	0.0	12.165178571428571	0.0	0.0009562514941429596	0.0004781257470714798	896	sp|P42566|EPS15_HUMAN	True
sp|Q00839|HNRPU_HUMAN	Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6	40	23	0.0005580884005324544	0.0	31.87878787878788	0.0	0.0009562514941429596	0.0004781257470714798	825	sp|Q00839|HNRPU_HUMAN	True
sp|P09651|ROA1_HUMAN	Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5	47	14	0.0014542928582423331	0.0	45.69892473118279	0.0	0.0009562514941429596	0.0004781257470714798	372	sp|Q32P51|RA1L2_HUMAN;sp|P51991|ROA3_HUMAN;sp|P09651|ROA1_HUMAN;sp|P22626|ROA2_HUMAN	True
sp|P22626|ROA2_HUMAN	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2	69	17	0.0022499420821749266	0.0	58.07365439093485	0.0	0.0009562514941429596	0.0004781257470714798	353	sp|P09651|ROA1_HUMAN;sp|Q32P51|RA1L2_HUMAN;sp|P22626|ROA2_HUMAN	True
sp|Q07065|CKAP4_HUMAN	Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2	48	28	0.0009177865723042023	0.0	54.15282392026578	0.0	0.0009562514941429596	0.0004781257470714798	602	sp|Q07065|CKAP4_HUMAN	True
sp|O75533|SF3B1_HUMAN	Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3	42	33	0.00037073932282303575	0.0	34.43251533742331	0.0	0.0009562514941429596	0.0004781257470714798	1304	sp|O75533|SF3B1_HUMAN	True
sp|O00422|SAP18_HUMAN	Histone deacetylase complex subunit SAP18 OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1	6	6	0.0004513950298424263	0.0	34.64052287581699	0.0	0.0009562514941429596	0.0004781257470714798	153	sp|O00422|SAP18_HUMAN	True
sp|P49748|ACADV_HUMAN	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADVL PE=1 SV=1	31	24	0.0005447752230388367	0.0	46.10687022900763	0.0	0.0009562514941429596	0.0004781257470714798	655	sp|P49748|ACADV_HUMAN	True
sp|P06733|ENOA_HUMAN	Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2	42	18	0.0011139264446111488	0.0	58.525345622119815	0.0	0.0009562514941429596	0.0004781257470714798	434	sp|P13929|ENOB_HUMAN;sp|P09104|ENOG_HUMAN;sp|P06733|ENOA_HUMAN	True
sp|P20962|PTMS_HUMAN	Parathymosin OS=Homo sapiens OX=9606 GN=PTMS PE=1 SV=2	4	2	0.0004513950298424263	0.0	22.54901960784314	0.0	0.0009562514941429596	0.0004781257470714798	102	sp|P20962|PTMS_HUMAN	True
sp|Q12931|TRAP1_HUMAN	Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3	29	20	0.0004741571371711282	0.0	37.07386363636363	0.0	0.0009562514941429596	0.0004781257470714798	704	sp|Q12931|TRAP1_HUMAN	True
sp|P11021|BIP_HUMAN	Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2	116	34	0.002041630731305653	0.0	58.40978593272171	0.0	0.0009562514941429596	0.0004781257470714798	654	sp|P0DMV8|HS71A_HUMAN;sp|P34931|HS71L_HUMAN;sp|P11142|HSP7C_HUMAN;sp|P54652|HSP72_HUMAN;sp|P11021|BIP_HUMAN;sp|P0DMV9|HS71B_HUMAN	True
sp|P18077|RL35A_HUMAN	60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2	6	5	0.0006278494505990111	0.0	38.18181818181819	0.0	0.0009562514941429596	0.0004781257470714798	110	sp|P18077|RL35A_HUMAN	True
sp|Q9BY77|PDIP3_HUMAN	Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=2	11	8	0.00030075132035819617	0.0	21.140142517814727	0.0	0.0009562514941429596	0.0004781257470714798	421	sp|Q9BY77|PDIP3_HUMAN	True
