dbname	description	PSMs	peptides	NSAF	TOP3	sq	score	q	q_uncorrected	length	all proteins	groupleader
sp|P67809|YBOX1_HUMAN	Nuclease-sensitive element-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3	23	12	0.0011095947425094257	0.0	53.39506172839506	0.0	0.0005847953216374269	0.0	324	sp|P67809|YBOX1_HUMAN;sp|P16989|YBOX3_HUMAN;sp|Q9Y2T7|YBOX2_HUMAN	True
sp|P20930|FILA_HUMAN	Filaggrin OS=Homo sapiens OX=9606 GN=FLG PE=1 SV=3	33	17	0.00012701719416839696	0.0	14.306820980054175	0.0	0.0005847953216374269	0.0	4061	sp|P20930|FILA_HUMAN	True
sp|P11047|LAMC1_HUMAN	Laminin subunit gamma-1 OS=Homo sapiens OX=9606 GN=LAMC1 PE=1 SV=3	25	22	0.00024286533397266326	0.0	22.622747047855814	0.0	0.0005847953216374269	0.0	1609	sp|Q9Y6N6|LAMC3_HUMAN;sp|P11047|LAMC1_HUMAN	True
sp|Q9UII2|ATIF1_HUMAN	ATPase inhibitor, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5IF1 PE=1 SV=1	4	2	0.000589841996018136	0.0	16.037735849056602	0.0	0.0005847953216374269	0.0	106	sp|Q9UII2|ATIF1_HUMAN	True
sp|Q00839|HNRPU_HUMAN	Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6	29	18	0.0005494467562908334	0.0	31.151515151515152	0.0	0.0005847953216374269	0.0	825	sp|Q00839|HNRPU_HUMAN	True
sp|Q9NRW3|ABC3C_HUMAN	DNA dC->dU-editing enzyme APOBEC-3C OS=Homo sapiens OX=9606 GN=APOBEC3C PE=1 SV=2	4	3	0.0003290697451469601	0.0	20.526315789473685	0.0	0.0005847953216374269	0.0	190	sp|Q8IUX4|ABC3F_HUMAN;sp|Q96AK3|ABC3D_HUMAN;sp|Q9NRW3|ABC3C_HUMAN	True
sp|P09651|ROA1_HUMAN	Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5	42	15	0.0017647691977639394	0.0	51.075268817204304	0.0	0.0005847953216374269	0.0	372	sp|P09651|ROA1_HUMAN;sp|P22626|ROA2_HUMAN;sp|P51991|ROA3_HUMAN;sp|Q32P51|RA1L2_HUMAN	True
sp|P22626|ROA2_HUMAN	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2	48	17	0.002125436314263652	0.0	56.37393767705382	0.0	0.0005847953216374269	0.0	353	sp|P09651|ROA1_HUMAN;sp|Q32P51|RA1L2_HUMAN;sp|P22626|ROA2_HUMAN	True
sp|P14314|GLU2B_HUMAN	Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2	32	16	0.0009473219936048852	0.0	46.21212121212121	0.0	0.0005847953216374269	0.0	528	sp|P14314|GLU2B_HUMAN	True
sp|P18077|RL35A_HUMAN	60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2	6	5	0.0008525897942443967	0.0	38.18181818181819	0.0	0.0005847953216374269	0.0	110	sp|P18077|RL35A_HUMAN	True
sp|P27816|MAP4_HUMAN	Microtubule-associated protein 4 OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=3	17	16	0.00023066303750535617	0.0	19.618055555555554	0.0	0.0005847953216374269	0.0	1152	sp|P27816|MAP4_HUMAN	True
sp|P49748|ACADV_HUMAN	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADVL PE=1 SV=1	22	14	0.0005250044025627074	0.0	29.923664122137406	0.0	0.0005847953216374269	0.0	655	sp|P49748|ACADV_HUMAN	True
sp|Q07065|CKAP4_HUMAN	Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2	60	27	0.0015578883283535489	0.0	58.4717607973422	0.0	0.0005847953216374269	0.0	602	sp|Q07065|CKAP4_HUMAN	True
sp|P20962|PTMS_HUMAN	Parathymosin OS=Homo sapiens OX=9606 GN=PTMS PE=1 SV=2	3	2	0.00045972979101413546	0.0	22.54901960784314	0.0	0.0005847953216374269	0.0	102	sp|P20962|PTMS_HUMAN	True
sp|Q9UQE7|SMC3_HUMAN	Structural maintenance of chromosomes protein 3 OS=Homo sapiens OX=9606 GN=SMC3 PE=1 SV=2	14	12	0.0001798121450474351	0.0	14.626129827444537	0.0	0.0005847953216374269	0.0	1217	sp|Q9UQE7|SMC3_HUMAN	True
sp|O00422|SAP18_HUMAN	Histone deacetylase complex subunit SAP18 OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1	3	3	0.000306486527342757	0.0	24.18300653594771	0.0	0.0005847953216374269	0.0	153	sp|O00422|SAP18_HUMAN	True
