dbname	description	PSMs	peptides	NSAF	TOP3	sq	score	q	q_uncorrected	length	all proteins	groupleader
sp|O60814|H2B1K_HUMAN	Histone H2B type 1-K OS=Homo sapiens OX=9606 GN=HIST1H2BK PE=1 SV=3	48	7	0.004346631926656944	0.0	47.61904761904761	0.0	0.0014005602240896359	0.0009337068160597573	126	sp|P62807|H2B1C_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P23527|H2B1O_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|P57053|H2BFS_HUMAN;sp|Q96A08|H2B1A_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|P58876|H2B1D_HUMAN;sp|Q16778|H2B2E_HUMAN	True
sp|P10412|H14_HUMAN	Histone H1.4 OS=Homo sapiens OX=9606 GN=HIST1H1E PE=1 SV=2	26	8	0.0013546010456362393	0.0	37.44292237442922	0.0	0.0014005602240896359	0.0009337068160597573	219	sp|P16401|H15_HUMAN;sp|Q02539|H11_HUMAN;sp|P10412|H14_HUMAN;sp|P16403|H12_HUMAN;sp|P22492|H1T_HUMAN;sp|P16402|H13_HUMAN	True
sp|P16401|H15_HUMAN	Histone H1.5 OS=Homo sapiens OX=9606 GN=HIST1H1B PE=1 SV=3	21	9	0.0010602127652963012	0.0	35.84070796460177	0.0	0.0014005602240896359	0.0009337068160597573	226	sp|P16401|H15_HUMAN;sp|Q02539|H11_HUMAN;sp|P10412|H14_HUMAN;sp|P16403|H12_HUMAN;sp|P22492|H1T_HUMAN;sp|P16402|H13_HUMAN	True
sp|P67809|YBOX1_HUMAN	Nuclease-sensitive element-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3	34	13	0.0011973361094263341	0.0	55.55555555555556	0.0	0.0014005602240896359	0.0009337068160597573	324	sp|P67809|YBOX1_HUMAN;sp|P16989|YBOX3_HUMAN;sp|Q9Y2T7|YBOX2_HUMAN	True
sp|P52272|HNRPM_HUMAN	Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3	57	35	0.0008909106877069112	0.0	57.26027397260274	0.0	0.0014005602240896359	0.0009337068160597573	730	sp|P52272|HNRPM_HUMAN	True
sp|Q9BY77|PDIP3_HUMAN	Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=2	10	8	0.0002710192115789662	0.0	25.415676959619955	0.0	0.0014005602240896359	0.0009337068160597573	421	sp|Q9BY77|PDIP3_HUMAN	True
sp|O14647|CHD2_HUMAN	Chromodomain-helicase-DNA-binding protein 2 OS=Homo sapiens OX=9606 GN=CHD2 PE=1 SV=2	2	2	1.2483488848440347e-05	0.0	0.9299781181619257	0.017781136589517736	0.0031397174254317113	0.0026911863646557526	1828	sp|O14647|CHD2_HUMAN	True
sp|P09651|ROA1_HUMAN	Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5	49	16	0.0015029180956081974	0.0	50.26881720430107	0.0	0.0014005602240896359	0.0009337068160597573	372	sp|P09651|ROA1_HUMAN;sp|Q32P51|RA1L2_HUMAN;sp|P51991|ROA3_HUMAN;sp|P22626|ROA2_HUMAN	True
sp|P22626|ROA2_HUMAN	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2	72	17	0.002327233524470715	0.0	58.07365439093485	0.0	0.0014005602240896359	0.0009337068160597573	353	sp|P09651|ROA1_HUMAN;sp|P22626|ROA2_HUMAN;sp|Q32P51|RA1L2_HUMAN	True
sp|P49748|ACADV_HUMAN	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADVL PE=1 SV=1	29	24	0.0005051715349874196	0.0	47.48091603053435	0.0	0.0014005602240896359	0.0009337068160597573	655	sp|P49748|ACADV_HUMAN	True
sp|O00422|SAP18_HUMAN	Histone deacetylase complex subunit SAP18 OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1	5	5	0.0003728728368455712	0.0	33.33333333333333	0.0	0.0014005602240896359	0.0009337068160597573	153	sp|O00422|SAP18_HUMAN	True
sp|O75533|SF3B1_HUMAN	Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3	40	34	0.00034999720268326617	0.0	36.11963190184049	0.0	0.0014005602240896359	0.0009337068160597573	1304	sp|O75533|SF3B1_HUMAN	True
sp|P18077|RL35A_HUMAN	60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2	6	5	0.0006223586622258806	0.0	38.18181818181819	0.0	0.0014005602240896359	0.0009337068160597573	110	sp|P18077|RL35A_HUMAN	True
sp|P20962|PTMS_HUMAN	Parathymosin OS=Homo sapiens OX=9606 GN=PTMS PE=1 SV=2	1	1	0.00011186185105367135	0.0	11.76470588235294	0.0	0.0014005602240896359	0.0009337068160597573	102	sp|P20962|PTMS_HUMAN	True
sp|Q16576|RBBP7_HUMAN	Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1	19	13	0.0005100900408047414	0.0	37.64705882352941	0.0	0.0014005602240896359	0.0009337068160597573	425	sp|Q09028|RBBP4_HUMAN;sp|Q16576|RBBP7_HUMAN	True
sp|Q09028|RBBP4_HUMAN	Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3	15	11	0.00040270266379321685	0.0	36.470588235294116	0.0	0.0014005602240896359	0.0009337068160597573	425	sp|Q09028|RBBP4_HUMAN;sp|Q16576|RBBP7_HUMAN	True
sp|P06753|TPM3_HUMAN	Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=2	19	9	0.0007606605871649652	0.0	30.526315789473685	0.0	0.0014005602240896359	0.0009337068160597573	285	sp|P67936|TPM4_HUMAN;sp|P06753|TPM3_HUMAN;sp|P09493|TPM1_HUMAN;sp|P07951|TPM2_HUMAN	True
sp|P67936|TPM4_HUMAN	Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3	19	12	0.0008741462392823189	0.0	37.5	0.0	0.0014005602240896359	0.0009337068160597573	248	sp|P67936|TPM4_HUMAN;sp|P06753|TPM3_HUMAN;sp|P09493|TPM1_HUMAN;sp|P07951|TPM2_HUMAN	True
sp|P11021|BIP_HUMAN	Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2	123	34	0.0021459002803048332	0.0	58.40978593272171	0.0	0.0014005602240896359	0.0009337068160597573	654	sp|P11142|HSP7C_HUMAN;sp|P11021|BIP_HUMAN;sp|P34931|HS71L_HUMAN;sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN;sp|P54652|HSP72_HUMAN	True
