dbname	description	PSMs	peptides	NSAF	TOP3	sq	score	q	q_uncorrected	length	all proteins	groupleader
sp|P14866|HNRPL_HUMAN	Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2	23	14	0.0006819098223540953	0.0	41.59592529711375	0.0	0.0012566760917373547	0.0006283380458686773	589	sp|P14866|HNRPL_HUMAN	True
sp|P08670|VIME_HUMAN	Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4	245	42	0.009181096931779036	0.0	78.32618025751073	0.0	0.0012566760917373547	0.0006283380458686773	466	sp|P48668|K2C6C_HUMAN;sp|P12036|NFH_HUMAN;sp|Q9NSB2|KRT84_HUMAN;sp|P13647|K2C5_HUMAN;sp|P78386|KRT85_HUMAN;sp|P78385|KRT83_HUMAN;sp|P07197|NFM_HUMAN;sp|P41219|PERI_HUMAN;sp|Q01546|K22O_HUMAN;sp|P08729|K2C7_HUMAN;sp|P08670|VIME_HUMAN;sp|P14136|GFAP_HUMAN;sp|P07196|NFL_HUMAN;sp|O95678|K2C75_HUMAN;sp|P05787|K2C8_HUMAN;sp|P12035|K2C3_HUMAN;sp|P17661|DESM_HUMAN;sp|Q14533|KRT81_HUMAN;sp|Q16352|AINX_HUMAN;sp|P02538|K2C6A_HUMAN;sp|O43790|KRT86_HUMAN;sp|Q8N1N4|K2C78_HUMAN;sp|Q5XKE5|K2C79_HUMAN;sp|P04259|K2C6B_HUMAN	True
sp|O60814|H2B1K_HUMAN	Histone H2B type 1-K OS=Homo sapiens OX=9606 GN=HIST1H2BK PE=1 SV=3	23	6	0.0031876578203695405	0.0	41.269841269841265	0.0	0.0012566760917373547	0.0006283380458686773	126	sp|Q5QNW6|H2B2F_HUMAN;sp|P58876|H2B1D_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P57053|H2BFS_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q96A08|H2B1A_HUMAN;sp|Q99879|H2B1M_HUMAN	True
sp|P17677|NEUM_HUMAN	Neuromodulin OS=Homo sapiens OX=9606 GN=GAP43 PE=1 SV=1	12	7	0.0008804783749358322	0.0	59.2436974789916	0.0	0.0012566760917373547	0.0006283380458686773	238	sp|P17677|NEUM_HUMAN	True
sp|P21333|FLNA_HUMAN	Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4	175	98	0.0011545121620727052	0.0	55.15678126180582	0.0	0.0012566760917373547	0.0006283380458686773	2647	sp|Q14315|FLNC_HUMAN;sp|O75369|FLNB_HUMAN;sp|P21333|FLNA_HUMAN	True
sp|Q02952|AKA12_HUMAN	A-kinase anchor protein 12 OS=Homo sapiens OX=9606 GN=AKAP12 PE=1 SV=4	45	33	0.0004409803308811617	0.0	35.80246913580247	0.0	0.0012566760917373547	0.0006283380458686773	1782	sp|Q02952|AKA12_HUMAN	True
sp|P62805|H4_HUMAN	Histone H4 OS=Homo sapiens OX=9606 GN=HIST1H4A PE=1 SV=2	37	8	0.0062730522408454194	0.0	53.398058252427184	0.0	0.0012566760917373547	0.0006283380458686773	103	sp|P62805|H4_HUMAN	True
sp|P20930|FILA_HUMAN	Filaggrin OS=Homo sapiens OX=9606 GN=FLG PE=1 SV=3	26	14	0.0001118033362903827	0.0	9.431174587540013	0.0	0.0012566760917373547	0.0006283380458686773	4061	sp|P20930|FILA_HUMAN	True
sp|P07996|TSP1_HUMAN	Thrombospondin-1 OS=Homo sapiens OX=9606 GN=THBS1 PE=1 SV=2	39	28	0.0005820940367631335	0.0	38.46153846153847	0.0	0.0012566760917373547	0.0006283380458686773	1170	sp|P07996|TSP1_HUMAN;sp|P35442|TSP2_HUMAN	True
sp|P38646|GRP75_HUMAN	Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2	57	25	0.0014659511087849162	0.0	45.21354933726068	0.0	0.0012566760917373547	0.0006283380458686773	679	sp|P38646|GRP75_HUMAN	True
sp|P31946|1433B_HUMAN	14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3	12	8	0.0008518449318484881	0.0	41.05691056910569	0.0	0.0012566760917373547	0.0006283380458686773	246	sp|P31947|1433S_HUMAN;sp|P63104|1433Z_HUMAN;sp|P62258|1433E_HUMAN;sp|P61981|1433G_HUMAN;sp|P31946|1433B_HUMAN;sp|P27348|1433T_HUMAN;sp|Q04917|1433F_HUMAN	True
sp|Q96S66|CLCC1_HUMAN	Chloride channel CLIC-like protein 1 OS=Homo sapiens OX=9606 GN=CLCC1 PE=1 SV=1	3	3	9.507888077800728e-05	0.0	9.43738656987296	0.0	0.0012566760917373547	0.0006283380458686773	551	sp|Q96S66|CLCC1_HUMAN	True
sp|P05787|K2C8_HUMAN	Keratin, type II cytoskeletal 8 OS=Homo sapiens OX=9606 GN=KRT8 PE=1 SV=7	16	11	0.0005784785458515613	0.0	20.496894409937887	0.0	0.0012566760917373547	0.0006283380458686773	483	sp|P48668|K2C6C_HUMAN;sp|Q9NSB2|KRT84_HUMAN;sp|P13647|K2C5_HUMAN;sp|P78386|KRT85_HUMAN;sp|P78385|KRT83_HUMAN;sp|P41219|PERI_HUMAN;sp|Q01546|K22O_HUMAN;sp|P08729|K2C7_HUMAN;sp|P08670|VIME_HUMAN;sp|O95678|K2C75_HUMAN;sp|P14136|GFAP_HUMAN;sp|P35908|K22E_HUMAN;sp|Q7Z794|K2C1B_HUMAN;sp|P05787|K2C8_HUMAN;sp|P12035|K2C3_HUMAN;sp|P17661|DESM_HUMAN;sp|Q14533|KRT81_HUMAN;sp|P02538|K2C6A_HUMAN;sp|O43790|KRT86_HUMAN;sp|Q8N1N4|K2C78_HUMAN;sp|Q5XKE5|K2C79_HUMAN;sp|P04259|K2C6B_HUMAN	True
sp|P17661|DESM_HUMAN	Desmin OS=Homo sapiens OX=9606 GN=DES PE=1 SV=3	28	6	0.0010403382784702811	0.0	8.936170212765958	0.0	0.0012566760917373547	0.0006283380458686773	470	sp|P12036|NFH_HUMAN;sp|Q9NSB2|KRT84_HUMAN;sp|P05787|K2C8_HUMAN;sp|P17661|DESM_HUMAN;sp|Q16352|AINX_HUMAN;sp|P07197|NFM_HUMAN;sp|P41219|PERI_HUMAN;sp|P08729|K2C7_HUMAN;sp|P08670|VIME_HUMAN;sp|P07196|NFL_HUMAN	True
sp|Q29RF7|PDS5A_HUMAN	Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens OX=9606 GN=PDS5A PE=1 SV=1	9	9	0.00011755077780556922	0.0	10.022438294689604	0.0	0.0012566760917373547	0.0006283380458686773	1337	sp|Q29RF7|PDS5A_HUMAN;sp|Q9NTI5|PDS5B_HUMAN	True
sp|Q07065|CKAP4_HUMAN	Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2	60	27	0.001740480508594087	0.0	56.31229235880399	0.0	0.0012566760917373547	0.0006283380458686773	602	sp|Q07065|CKAP4_HUMAN	True
sp|Q9Y5J7|TIM9_HUMAN	Mitochondrial import inner membrane translocase subunit Tim9 OS=Homo sapiens OX=9606 GN=TIMM9 PE=1 SV=1	4	3	0.0007848458922648991	0.0	47.19101123595505	0.0	0.0012566760917373547	0.0006283380458686773	89	sp|Q9Y5J7|TIM9_HUMAN	True
sp|Q10570|CPSF1_HUMAN	Cleavage and polyadenylation specificity factor subunit 1 OS=Homo sapiens OX=9606 GN=CPSF1 PE=1 SV=2	5	5	6.050873563026335e-05	0.0	4.643104643104643	0.0	0.0012566760917373547	0.0006283380458686773	1443	sp|Q10570|CPSF1_HUMAN	True
sp|P04222|1C03_HUMAN	HLA class I histocompatibility antigen, Cw-3 alpha chain OS=Homo sapiens OX=9606 GN=HLA-C PE=1 SV=2	11	8	0.000524838885606104	0.0	34.15300546448087	0.0	0.0012566760917373547	0.0006283380458686773	366	sp|P01889|1B07_HUMAN;sp|P30486|1B48_HUMAN;sp|P30488|1B50_HUMAN;sp|P30498|1B78_HUMAN;sp|P18462|1A25_HUMAN;sp|P30492|1B54_HUMAN;sp|P18464|1B51_HUMAN;sp|P30443|1A01_HUMAN;sp|P30479|1B41_HUMAN;sp|P01893|HLAH_HUMAN;sp|P10319|1B58_HUMAN;sp|P30491|1B53_HUMAN;sp|P30508|1C12_HUMAN;sp|Q9TNN7|1C05_HUMAN;sp|P30510|1C14_HUMAN;sp|P30512|1A29_HUMAN;sp|Q29963|1C06_HUMAN;sp|P30499|1C01_HUMAN;sp|Q31612|1B73_HUMAN;sp|P16189|1A31_HUMAN;sp|P30464|1B15_HUMAN;sp|P30685|1B35_HUMAN;sp|P30495|1B56_HUMAN;sp|P30456|1A43_HUMAN;sp|P30459|1A74_HUMAN;sp|P30501|1C02_HUMAN;sp|P30453|1A34_HUMAN;sp|P30504|1C04_HUMAN;sp|Q07000|1C15_HUMAN;sp|P13746|1A11_HUMAN;sp|P30484|1B46_HUMAN;sp|P10314|1A32_HUMAN;sp|P16188|1A30_HUMAN;sp|P30460|1B08_HUMAN;sp|P30505|1C08_HUMAN;sp|P04439|1A03_HUMAN;sp|P10321|1C07_HUMAN;sp|Q95604|1C17_HUMAN;sp|P30490|1B52_HUMAN;sp|P30487|1B49_HUMAN;sp|P04222|1C03_HUMAN;sp|Q09160|1A80_HUMAN;sp|P30457|1A66_HUMAN;sp|P30480|1B42_HUMAN;sp|Q29865|1C18_HUMAN;sp|P16190|1A33_HUMAN;sp|Q29960|1C16_HUMAN;sp|Q31610|1B81_HUMAN;sp|Q04826|1B40_HUMAN;sp|P30450|1A26_HUMAN;sp|P18465|1B57_HUMAN;sp|P30455|1A36_HUMAN	True
