dbname	description	PSMs	peptides	NSAF	TOP3	sq	score	q	q_uncorrected	length	all proteins	groupleader
sp|P43243|MATR3_HUMAN	Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2	52	34	0.0007505176648339466	0.0	49.11452184179457	0.0	0.0009474182851729038	0.0004737091425864519	847	sp|P43243|MATR3_HUMAN	True
sp|P09493|TPM1_HUMAN	Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2	23	13	0.0009900348475507933	0.0	39.08450704225352	0.0	0.0009474182851729038	0.0004737091425864519	284	sp|P06753|TPM3_HUMAN;sp|P07951|TPM2_HUMAN;sp|P67936|TPM4_HUMAN;sp|P09493|TPM1_HUMAN	True
sp|P07951|TPM2_HUMAN	Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1	19	11	0.0008178548740636987	0.0	35.563380281690144	0.0	0.0009474182851729038	0.0004737091425864519	284	sp|P06753|TPM3_HUMAN;sp|P07951|TPM2_HUMAN;sp|P67936|TPM4_HUMAN;sp|P09493|TPM1_HUMAN	True
sp|Q00839|HNRPU_HUMAN	Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6	38	23	0.0005630806890523405	0.0	30.181818181818183	0.0	0.0009474182851729038	0.0004737091425864519	825	sp|Q00839|HNRPU_HUMAN	True
sp|P16401|H15_HUMAN	Histone H1.5 OS=Homo sapiens OX=9606 GN=HIST1H1B PE=1 SV=3	20	9	0.0010818387714675848	0.0	35.84070796460177	0.0	0.0009474182851729038	0.0004737091425864519	226	sp|P16403|H12_HUMAN;sp|Q02539|H11_HUMAN;sp|P10412|H14_HUMAN;sp|P22492|H1T_HUMAN;sp|P16402|H13_HUMAN;sp|P16401|H15_HUMAN	True
sp|O60814|H2B1K_HUMAN	Histone H2B type 1-K OS=Homo sapiens OX=9606 GN=HIST1H2BK PE=1 SV=3	55	7	0.0053362126703738405	0.0	47.61904761904761	0.0	0.0009474182851729038	0.0004737091425864519	126	sp|P33778|H2B1B_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P58876|H2B1D_HUMAN;sp|Q96A08|H2B1A_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|P06899|H2B1J_HUMAN;sp|P23527|H2B1O_HUMAN;sp|O60814|H2B1K_HUMAN	True
sp|P33778|H2B1B_HUMAN	Histone H2B type 1-B OS=Homo sapiens OX=9606 GN=HIST1H2BB PE=1 SV=2	47	7	0.0045600362819558276	0.0	47.61904761904761	0.0	0.0009474182851729038	0.0004737091425864519	126	sp|P33778|H2B1B_HUMAN;sp|P57053|H2BFS_HUMAN;sp|Q6DRA6|H2B2D_HUMAN;sp|P58876|H2B1D_HUMAN;sp|Q96A08|H2B1A_HUMAN;sp|Q6DN03|H2B2C_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|P06899|H2B1J_HUMAN;sp|P23527|H2B1O_HUMAN;sp|O60814|H2B1K_HUMAN	True
sp|P10412|H14_HUMAN	Histone H1.4 OS=Homo sapiens OX=9606 GN=HIST1H1E PE=1 SV=2	27	8	0.0015071644254555255	0.0	37.44292237442922	0.0	0.0009474182851729038	0.0004737091425864519	219	sp|P16403|H12_HUMAN;sp|Q02539|H11_HUMAN;sp|P10412|H14_HUMAN;sp|P22492|H1T_HUMAN;sp|P16402|H13_HUMAN;sp|P16401|H15_HUMAN	True
sp|P07910|HNRPC_HUMAN	Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=4	35	18	0.0013982589350177443	0.0	63.725490196078425	0.0	0.0009474182851729038	0.0004737091425864519	306	sp|B2RXH8|HNRC2_HUMAN;sp|O60812|HNRC1_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|P0DMR1|HNRC4_HUMAN;sp|P07910|HNRPC_HUMAN	True
sp|P67809|YBOX1_HUMAN	Nuclease-sensitive element-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3	30	13	0.0011319238997762693	0.0	55.55555555555556	0.0	0.0009474182851729038	0.0004737091425864519	324	sp|Q9Y2T7|YBOX2_HUMAN;sp|P67809|YBOX1_HUMAN;sp|P16989|YBOX3_HUMAN	True
sp|P21333|FLNA_HUMAN	Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4	152	104	0.0007019895254524834	0.0	57.007933509633546	0.0	0.0009474182851729038	0.0004737091425864519	2647	sp|O75369|FLNB_HUMAN;sp|P21333|FLNA_HUMAN;sp|Q14315|FLNC_HUMAN	True
sp|P52272|HNRPM_HUMAN	Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3	56	37	0.0009377911980612161	0.0	60.136986301369866	0.0	0.0009474182851729038	0.0004737091425864519	730	sp|P52272|HNRPM_HUMAN	True
sp|Q14978|NOLC1_HUMAN	Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=2	18	16	0.0003148011532424989	0.0	20.314735336194563	0.0	0.0009474182851729038	0.0004737091425864519	699	sp|Q14978|NOLC1_HUMAN	True
sp|Q16695|H31T_HUMAN	Histone H3.1t OS=Homo sapiens OX=9606 GN=HIST3H3 PE=1 SV=3	16	5	0.0014382091903039657	0.0	29.411764705882355	0.0	0.0009474182851729038	0.0004737091425864519	136	sp|P68431|H31_HUMAN;sp|Q6NXT2|H3C_HUMAN;sp|Q16695|H31T_HUMAN;sp|P84243|H33_HUMAN;sp|Q71DI3|H32_HUMAN	True
sp|O14647|CHD2_HUMAN	Chromodomain-helicase-DNA-binding protein 2 OS=Homo sapiens OX=9606 GN=CHD2 PE=1 SV=2	4	2	2.6750061526441375e-05	0.0	0.9299781181619257	0.0	0.0009474182851729038	0.0004737091425864519	1828	sp|O14647|CHD2_HUMAN	True
sp|P09651|ROA1_HUMAN	Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5	50	15	0.001643115338384907	0.0	47.31182795698925	0.0	0.0009474182851729038	0.0004737091425864519	372	sp|P09651|ROA1_HUMAN;sp|P51991|ROA3_HUMAN;sp|P22626|ROA2_HUMAN;sp|Q32P51|RA1L2_HUMAN	True
sp|P22626|ROA2_HUMAN	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2	73	16	0.0025280702622765172	0.0	55.80736543909348	0.0	0.0009474182851729038	0.0004737091425864519	353	sp|P09651|ROA1_HUMAN;sp|P22626|ROA2_HUMAN;sp|Q32P51|RA1L2_HUMAN	True
sp|P21291|CSRP1_HUMAN	Cysteine and glycine-rich protein 1 OS=Homo sapiens OX=9606 GN=CSRP1 PE=1 SV=3	13	8	0.0008234306504071928	0.0	54.40414507772021	0.0	0.0009474182851729038	0.0004737091425864519	193	sp|P21291|CSRP1_HUMAN	True
sp|P26599|PTBP1_HUMAN	Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1	23	15	0.0005295101632851701	0.0	38.04143126177024	0.0	0.0009474182851729038	0.0004737091425864519	531	sp|O95758|PTBP3_HUMAN;sp|P26599|PTBP1_HUMAN	True
sp|Q16576|RBBP7_HUMAN	Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1	16	12	0.000460226940897269	0.0	32.94117647058823	0.0	0.0009474182851729038	0.0004737091425864519	425	sp|Q09028|RBBP4_HUMAN;sp|Q16576|RBBP7_HUMAN	True
sp|Q09028|RBBP4_HUMAN	Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3	17	10	0.0004889911247033484	0.0	34.588235294117645	0.0	0.0009474182851729038	0.0004737091425864519	425	sp|Q09028|RBBP4_HUMAN;sp|Q16576|RBBP7_HUMAN	True
sp|O75533|SF3B1_HUMAN	Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3	44	34	0.0004124925131700024	0.0	36.34969325153374	0.0	0.0009474182851729038	0.0004737091425864519	1304	sp|O75533|SF3B1_HUMAN	True
sp|P06733|ENOA_HUMAN	Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2	49	18	0.0013802168842433219	0.0	58.525345622119815	0.0	0.0009474182851729038	0.0004737091425864519	434	sp|P09104|ENOG_HUMAN;sp|P13929|ENOB_HUMAN;sp|P06733|ENOA_HUMAN	True
sp|P49748|ACADV_HUMAN	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADVL PE=1 SV=1	23	19	0.0004292670178693516	0.0	36.48854961832061	0.0	0.0009474182851729038	0.0004737091425864519	655	sp|P49748|ACADV_HUMAN	True
sp|P06748|NPM_HUMAN	Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2	47	11	0.001954301263695355	0.0	48.97959183673469	0.0	0.0009474182851729038	0.0004737091425864519	294	sp|P06748|NPM_HUMAN	True
sp|P11388|TOP2A_HUMAN	DNA topoisomerase 2-alpha OS=Homo sapiens OX=9606 GN=TOP2A PE=1 SV=3	44	38	0.0003513326173570759	0.0	25.734813847158723	0.0	0.0009474182851729038	0.0004737091425864519	1531	sp|P11388|TOP2A_HUMAN;sp|Q02880|TOP2B_HUMAN	True
sp|P14618|KPYM_HUMAN	Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4	46	26	0.0010590203265703401	0.0	59.133709981167605	0.0	0.0009474182851729038	0.0004737091425864519	531	sp|P30613|KPYR_HUMAN;sp|P14618|KPYM_HUMAN	True
sp|P35579|MYH9_HUMAN	Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4	179	97	0.0011164465729834102	0.0	52.39795918367347	0.0	0.0009474182851729038	0.0004737091425864519	1960	sp|P35580|MYH10_HUMAN;sp|Q7Z406|MYH14_HUMAN;sp|P35579|MYH9_HUMAN;sp|P35749|MYH11_HUMAN	True
sp|Q9UQ35|SRRM2_HUMAN	Serine/arginine repetitive matrix protein 2 OS=Homo sapiens OX=9606 GN=SRRM2 PE=1 SV=2	32	27	0.00014214858276260126	0.0	14.825581395348838	0.0	0.0009474182851729038	0.0004737091425864519	2752	sp|Q9UQ35|SRRM2_HUMAN	True
sp|Q16643|DREB_HUMAN	Drebrin OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=4	29	21	0.0005462535676578236	0.0	47.303543913713405	0.0	0.0009474182851729038	0.0004737091425864519	649	sp|Q16643|DREB_HUMAN	True
sp|P04406|G3P_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3	39	14	0.0014231831241366107	0.0	62.38805970149254	0.0	0.0009474182851729038	0.0004737091425864519	335	sp|P04406|G3P_HUMAN;sp|O14556|G3PT_HUMAN	True
sp|P13073|COX41_HUMAN	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens OX=9606 GN=COX4I1 PE=1 SV=1	12	6	0.0008680315823136361	0.0	34.9112426035503	0.0	0.0009474182851729038	0.0004737091425864519	169	sp|P13073|COX41_HUMAN	True
