dbname	description	PSMs	peptides	NSAF	TOP3	sq	score	q	q_uncorrected	length	all proteins	groupleader
sp|O60814|H2B1K_HUMAN	Histone H2B type 1-K OS=Homo sapiens OX=9606 GN=HIST1H2BK PE=1 SV=3	42	7	0.0038122789222815472	0.0	47.61904761904761	0.0	0.0013695503309746632	0.0009130335539831089	126	sp|Q16778|H2B2E_HUMAN;sp|P58876|H2B1D_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q96A08|H2B1A_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q5QNW6|H2B2F_HUMAN	True
sp|P33778|H2B1B_HUMAN	Histone H2B type 1-B OS=Homo sapiens OX=9606 GN=HIST1H2BB PE=1 SV=2	36	7	0.003267667647669898	0.0	47.61904761904761	0.0	0.0013695503309746632	0.0009130335539831089	126	sp|Q16778|H2B2E_HUMAN;sp|Q6DN03|H2B2C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q6DRA6|H2B2D_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q96A08|H2B1A_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q5QNW6|H2B2F_HUMAN	True
sp|P06748|NPM_HUMAN	Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2	46	12	0.0017894370451525632	0.0	49.31972789115646	0.0	0.0013695503309746632	0.0009130335539831089	294	sp|P06748|NPM_HUMAN	True
sp|P16401|H15_HUMAN	Histone H1.5 OS=Homo sapiens OX=9606 GN=HIST1H1B PE=1 SV=3	18	8	0.0009108985035539981	0.0	30.08849557522124	0.0	0.0013695503309746632	0.0009130335539831089	226	sp|P16403|H12_HUMAN;sp|P10412|H14_HUMAN;sp|P22492|H1T_HUMAN;sp|Q02539|H11_HUMAN;sp|P16402|H13_HUMAN;sp|P16401|H15_HUMAN	True
sp|P10412|H14_HUMAN	Histone H1.4 OS=Homo sapiens OX=9606 GN=HIST1H1E PE=1 SV=2	24	8	0.0012533519744487279	0.0	31.05022831050228	0.0	0.0013695503309746632	0.0009130335539831089	219	sp|Q02539|H11_HUMAN;sp|P16403|H12_HUMAN;sp|P10412|H14_HUMAN;sp|P22492|H1T_HUMAN;sp|P16402|H13_HUMAN;sp|P16401|H15_HUMAN	True
sp|P67809|YBOX1_HUMAN	Nuclease-sensitive element-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3	40	15	0.0014119551564005732	0.0	55.8641975308642	0.0	0.0013695503309746632	0.0009130335539831089	324	sp|P16989|YBOX3_HUMAN;sp|Q9Y2T7|YBOX2_HUMAN;sp|P67809|YBOX1_HUMAN	True
sp|P07910|HNRPC_HUMAN	Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=4	34	18	0.0012707596407605158	0.0	60.45751633986928	0.0	0.0013695503309746632	0.0009130335539831089	306	sp|P0DMR1|HNRC4_HUMAN;sp|P07910|HNRPC_HUMAN;sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN	True
sp|Q02878|RL6_HUMAN	60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3	24	16	0.0009530697305703868	0.0	50.0	0.0	0.0013695503309746632	0.0009130335539831089	288	sp|Q02878|RL6_HUMAN	True
sp|P52272|HNRPM_HUMAN	Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3	52	37	0.0008146787833916731	0.0	59.726027397260275	0.0	0.0013695503309746632	0.0009130335539831089	730	sp|P52272|HNRPM_HUMAN	True
sp|Q14978|NOLC1_HUMAN	Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=2	16	13	0.00026178739380474145	0.0	18.168812589413445	0.0	0.0013695503309746632	0.0009130335539831089	699	sp|Q14978|NOLC1_HUMAN	True
