dbname	description	PSMs	peptides	NSAF	TOP3	sq	score	q	q_uncorrected	length	all proteins	groupleader
sp|Q99878|H2A1J_HUMAN	Histone H2A type 1-J OS=Homo sapiens OX=9606 GN=HIST1H2AJ PE=1 SV=3	29	5	0.002572588725787765	0.0	38.28125	0.0	0.000462000462000462	0.0	128	sp|Q99878|H2A1J_HUMAN;sp|Q71UI9|H2AV_HUMAN;sp|Q9BTM1|H2AJ_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|P16104|H2AX_HUMAN;sp|P0C0S5|H2AZ_HUMAN;sp|P04908|H2A1B_HUMAN;sp|P0C0S8|H2A1_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q8IUE6|H2A2B_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|P20671|H2A1D_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q96QV6|H2A1A_HUMAN	True
sp|Q9P2E9|RRBP1_HUMAN	Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5	42	35	0.00033823030055845016	0.0	43.68794326241135	0.0	0.000462000462000462	0.0	1410	sp|Q9P2E9|RRBP1_HUMAN;sp|Q8N4C6|NIN_HUMAN	True
sp|P09493|TPM1_HUMAN	Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2	30	17	0.001199458560833538	0.0	51.40845070422535	0.0	0.000462000462000462	0.0	284	sp|P67936|TPM4_HUMAN;sp|P09493|TPM1_HUMAN;sp|P07951|TPM2_HUMAN;sp|P06753|TPM3_HUMAN	True
sp|P07951|TPM2_HUMAN	Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1	23	13	0.0009195848966390459	0.0	35.2112676056338	0.0	0.000462000462000462	0.0	284	sp|P67936|TPM4_HUMAN;sp|P09493|TPM1_HUMAN;sp|P07951|TPM2_HUMAN;sp|P06753|TPM3_HUMAN	True
sp|O60814|H2B1K_HUMAN	Histone H2B type 1-K OS=Homo sapiens OX=9606 GN=HIST1H2BK PE=1 SV=3	45	7	0.004055312277103867	0.0	47.61904761904761	0.0	0.000462000462000462	0.0	126	sp|P06899|H2B1J_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q96A08|H2B1A_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P23527|H2B1O_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|P58876|H2B1D_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q99877|H2B1N_HUMAN	True
sp|P33778|H2B1B_HUMAN	Histone H2B type 1-B OS=Homo sapiens OX=9606 GN=HIST1H2BB PE=1 SV=2	39	7	0.003514603973490018	0.0	47.61904761904761	0.0	0.000462000462000462	0.0	126	sp|P06899|H2B1J_HUMAN;sp|Q6DN03|H2B2C_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q96A08|H2B1A_HUMAN;sp|P57053|H2BFS_HUMAN;sp|Q6DRA6|H2B2D_HUMAN;sp|P23527|H2B1O_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|P58876|H2B1D_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q99877|H2B1N_HUMAN	True
sp|P06748|NPM_HUMAN	Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2	52	14	0.0020083451277085815	0.0	62.585034013605444	0.0	0.000462000462000462	0.0	294	sp|P06748|NPM_HUMAN	True
sp|P67809|YBOX1_HUMAN	Nuclease-sensitive element-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3	33	13	0.0011565149827296212	0.0	55.55555555555556	0.0	0.000462000462000462	0.0	324	sp|P16989|YBOX3_HUMAN;sp|P67809|YBOX1_HUMAN;sp|Q9Y2T7|YBOX2_HUMAN	True
sp|P10412|H14_HUMAN	Histone H1.4 OS=Homo sapiens OX=9606 GN=HIST1H1E PE=1 SV=2	24	9	0.0012443697946181726	0.0	31.05022831050228	0.0	0.000462000462000462	0.0	219	sp|P16401|H15_HUMAN;sp|P10412|H14_HUMAN;sp|P22492|H1T_HUMAN;sp|P16402|H13_HUMAN;sp|P16403|H12_HUMAN;sp|Q02539|H11_HUMAN	True
sp|Q16695|H31T_HUMAN	Histone H3.1t OS=Homo sapiens OX=9606 GN=HIST3H3 PE=1 SV=3	18	5	0.0015028510203384917	0.0	29.411764705882355	0.0	0.000462000462000462	0.0	136	sp|Q71DI3|H32_HUMAN;sp|P68431|H31_HUMAN;sp|P84243|H33_HUMAN;sp|Q6NXT2|H3C_HUMAN;sp|Q16695|H31T_HUMAN	True
