dbname	description	PSMs	peptides	NSAF	TOP3	sq	score	q	q_uncorrected	length	all proteins	groupleader
sp|Q99878|H2A1J_HUMAN	Histone H2A type 1-J OS=Homo sapiens OX=9606 GN=HIST1H2AJ PE=1 SV=3	27	5	0.0024074930034607075	0.0	38.28125	0.0	0.0004867364322219518	0.0	128	sp|P0C0S8|H2A1_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|P04908|H2A1B_HUMAN;sp|Q71UI9|H2AV_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|P0C0S5|H2AZ_HUMAN;sp|Q99878|H2A1J_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|Q8IUE6|H2A2B_HUMAN;sp|Q96QV6|H2A1A_HUMAN;sp|P16104|H2AX_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q9BTM1|H2AJ_HUMAN;sp|P20671|H2A1D_HUMAN	True
sp|P10412|H14_HUMAN	Histone H1.4 OS=Homo sapiens OX=9606 GN=HIST1H1E PE=1 SV=2	20	8	0.00104231051731091	0.0	31.506849315068493	0.0	0.0004867364322219518	0.0	219	sp|P16401|H15_HUMAN;sp|P22492|H1T_HUMAN;sp|Q02539|H11_HUMAN;sp|P16402|H13_HUMAN;sp|P16403|H12_HUMAN;sp|P10412|H14_HUMAN	True
sp|P09493|TPM1_HUMAN	Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2	29	16	0.0011654426224368996	0.0	45.07042253521127	0.0	0.0004867364322219518	0.0	284	sp|P06753|TPM3_HUMAN;sp|P07951|TPM2_HUMAN;sp|P09493|TPM1_HUMAN;sp|P67936|TPM4_HUMAN	True
sp|P07951|TPM2_HUMAN	Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1	25	14	0.0010046919158938788	0.0	39.7887323943662	0.0	0.0004867364322219518	0.0	284	sp|P06753|TPM3_HUMAN;sp|P67936|TPM4_HUMAN;sp|P09493|TPM1_HUMAN;sp|P07951|TPM2_HUMAN	True
sp|Q00839|HNRPU_HUMAN	Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6	38	23	0.0005257035227309936	0.0	33.45454545454545	0.0	0.0004867364322219518	0.0	825	sp|Q00839|HNRPU_HUMAN	True
sp|O60814|H2B1K_HUMAN	Histone H2B type 1-K OS=Homo sapiens OX=9606 GN=HIST1H2BK PE=1 SV=3	43	7	0.003895015135522556	0.0	47.61904761904761	0.0	0.0004867364322219518	0.0	126	sp|O60814|H2B1K_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|P06899|H2B1J_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P57053|H2BFS_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q96A08|H2B1A_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P23527|H2B1O_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q8N257|H2B3B_HUMAN	True
sp|P33778|H2B1B_HUMAN	Histone H2B type 1-B OS=Homo sapiens OX=9606 GN=HIST1H2BB PE=1 SV=2	37	7	0.0033515246514961524	0.0	47.61904761904761	0.0	0.0004867364322219518	0.0	126	sp|O60814|H2B1K_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|P06899|H2B1J_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q6DN03|H2B2C_HUMAN;sp|P33778|H2B1B_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|P57053|H2BFS_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q96A08|H2B1A_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q6DRA6|H2B2D_HUMAN;sp|P23527|H2B1O_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q5QNW6|H2B2F_HUMAN	True
sp|P16401|H15_HUMAN	Histone H1.5 OS=Homo sapiens OX=9606 GN=HIST1H1B PE=1 SV=3	18	8	0.0009090239069114176	0.0	30.08849557522124	0.0	0.0004867364322219518	0.0	226	sp|P16402|H13_HUMAN;sp|P16401|H15_HUMAN;sp|P16403|H12_HUMAN;sp|P10412|H14_HUMAN;sp|P22492|H1T_HUMAN;sp|Q02539|H11_HUMAN	True
sp|P06748|NPM_HUMAN	Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2	56	14	0.002173961936105612	0.0	62.585034013605444	0.0	0.0004867364322219518	0.0	294	sp|P06748|NPM_HUMAN	True
sp|P67809|YBOX1_HUMAN	Nuclease-sensitive element-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3	37	13	0.0013033706978040592	0.0	55.55555555555556	0.0	0.0004867364322219518	0.0	324	sp|Q9Y2T7|YBOX2_HUMAN;sp|P67809|YBOX1_HUMAN;sp|P16989|YBOX3_HUMAN	True
