dbname	description	PSMs	peptides	NSAF	TOP3	sq	score	q	q_uncorrected	length	all proteins	groupleader
sp|P20930|FILA_HUMAN	Filaggrin OS=Homo sapiens OX=9606 GN=FLG PE=1 SV=3	41	26	0.0001595229908657377	0.0	17.95124353607486	0.0	0.0011716461628588166	0.0005858230814294083	4061	sp|P20930|FILA_HUMAN	True
sp|P67809|YBOX1_HUMAN	Nuclease-sensitive element-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3	22	12	0.0010728773750321241	0.0	53.39506172839506	0.0	0.0011716461628588166	0.0005858230814294083	324	sp|P67809|YBOX1_HUMAN;sp|Q9Y2T7|YBOX2_HUMAN;sp|P16989|YBOX3_HUMAN	True
sp|P11047|LAMC1_HUMAN	Laminin subunit gamma-1 OS=Homo sapiens OX=9606 GN=LAMC1 PE=1 SV=3	30	25	0.0002946033133316077	0.0	22.436295835922934	0.0	0.0011716461628588166	0.0005858230814294083	1609	sp|P11047|LAMC1_HUMAN	True
sp|P43243|MATR3_HUMAN	Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2	36	26	0.0006715703392924062	0.0	39.90554899645809	0.0	0.0011716461628588166	0.0005858230814294083	847	sp|P43243|MATR3_HUMAN	True
sp|Q01130|SRSF2_HUMAN	Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4	5	3	0.0003574786811090171	0.0	11.76470588235294	0.0	0.0011716461628588166	0.0005858230814294083	221	sp|Q9BRL6|SRSF8_HUMAN;sp|Q01130|SRSF2_HUMAN	True
sp|P51970|NDUA8_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Homo sapiens OX=9606 GN=NDUFA8 PE=1 SV=3	7	5	0.0006430459531112203	0.0	35.46511627906977	0.0	0.0011716461628588166	0.0005858230814294083	172	sp|P51970|NDUA8_HUMAN	True
sp|Q9UII2|ATIF1_HUMAN	ATPase inhibitor, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5IF1 PE=1 SV=1	5	3	0.0007453093257084225	0.0	21.69811320754717	0.0	0.0011716461628588166	0.0005858230814294083	106	sp|Q9UII2|ATIF1_HUMAN	True
sp|Q00839|HNRPU_HUMAN	Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6	38	22	0.0007277832639887334	0.0	34.303030303030305	0.0	0.0011716461628588166	0.0005858230814294083	825	sp|Q00839|HNRPU_HUMAN	True
sp|P21333|FLNA_HUMAN	Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4	198	113	0.0011819079809571868	0.0	61.730260672459394	0.0	0.0011716461628588166	0.0005858230814294083	2647	sp|O75369|FLNB_HUMAN;sp|Q14315|FLNC_HUMAN;sp|P21333|FLNA_HUMAN	True
sp|Q15149|PLEC_HUMAN	Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3	280	188	0.0009445252257483339	0.0	47.032450896669516	0.0	0.0011716461628588166	0.0005858230814294083	4684	sp|Q15149|PLEC_HUMAN;sp|P58107|EPIPL_HUMAN;sp|Q9UPN3|MACF1_HUMAN	True
