dbname	description	PSMs	peptides	NSAF	TOP3	sq	score	q	q_uncorrected	length	all proteins	groupleader
sp|P67809|YBOX1_HUMAN	Nuclease-sensitive element-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3	19	12	0.0009635223133762108	0.0	44.135802469135804	1.210028597431237e-47	0.0006609385327164573	0.0	324	sp|P16989|YBOX3_HUMAN;sp|Q9Y2T7|YBOX2_HUMAN;sp|P67809|YBOX1_HUMAN	True
sp|P20930|FILA_HUMAN	Filaggrin OS=Homo sapiens OX=9606 GN=FLG PE=1 SV=3	36	22	0.00014565409431459872	0.0	18.78847574489042	2.913013961763626e-82	0.0006609385327164573	0.0	4061	sp|P20930|FILA_HUMAN	True
sp|P11047|LAMC1_HUMAN	Laminin subunit gamma-1 OS=Homo sapiens OX=9606 GN=LAMC1 PE=1 SV=3	25	22	0.0002552919674968862	0.0	22.001243008079552	3.229106872564391e-89	0.0006609385327164573	0.0	1609	sp|P11047|LAMC1_HUMAN	True
sp|Q9NRW3|ABC3C_HUMAN	DNA dC->dU-editing enzyme APOBEC-3C OS=Homo sapiens OX=9606 GN=APOBEC3C PE=1 SV=2	2	2	0.00017295358976946942	0.0	14.210526315789473	2.004584109191835e-05	0.0006609385327164573	0.0	190	sp|Q9NRW3|ABC3C_HUMAN	True
sp|P09651|ROA1_HUMAN	Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5	26	12	0.0011483746417488964	0.0	43.54838709677419	2.6800541166986896e-49	0.0006609385327164573	0.0	372	sp|P09651|ROA1_HUMAN;sp|Q32P51|RA1L2_HUMAN;sp|P22626|ROA2_HUMAN	True
sp|P22626|ROA2_HUMAN	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2	47	18	0.0021876424315033457	0.0	58.640226628895185	2.2657225563438077e-66	0.0006609385327164573	0.0	353	sp|P09651|ROA1_HUMAN;sp|Q32P51|RA1L2_HUMAN;sp|P22626|ROA2_HUMAN	True
sp|O75533|SF3B1_HUMAN	Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3	24	21	0.0003024035158545938	0.0	22.699386503067483	4.08169815330912e-82	0.0006609385327164573	0.0	1304	sp|O75533|SF3B1_HUMAN	True
sp|P49748|ACADV_HUMAN	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADVL PE=1 SV=1	27	20	0.0006772915385628842	0.0	38.3206106870229	4.765172447585288e-70	0.0006609385327164573	0.0	655	sp|P49748|ACADV_HUMAN	True
sp|Q07065|CKAP4_HUMAN	Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2	58	27	0.001583013753537835	0.0	57.64119601328903	4.213257398460205e-97	0.0006609385327164573	0.0	602	sp|Q07065|CKAP4_HUMAN	True
sp|Q9UII2|ATIF1_HUMAN	ATPase inhibitor, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5IF1 PE=1 SV=1	2	2	0.0003100111514735773	0.0	16.037735849056602	0.004371471751902291	0.002796420581655481	0.0022371364653243847	106	sp|Q9UII2|ATIF1_HUMAN	True
sp|P06753|TPM3_HUMAN	Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=2	11	8	0.0006341631624880547	0.0	28.07017543859649	1.6997869864965717e-26	0.0006609385327164573	0.0	285	sp|P07951|TPM2_HUMAN;sp|P06753|TPM3_HUMAN;sp|P67936|TPM4_HUMAN;sp|P09493|TPM1_HUMAN	True
sp|P67936|TPM4_HUMAN	Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3	9	8	0.0005962714486003886	0.0	34.67741935483871	2.927174018236525e-26	0.0006609385327164573	0.0	248	sp|P07951|TPM2_HUMAN;sp|P06753|TPM3_HUMAN;sp|P67936|TPM4_HUMAN;sp|P09493|TPM1_HUMAN	True
sp|P31942|HNRH3_HUMAN	Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3 PE=1 SV=2	6	5	0.00028492354383987734	0.0	17.052023121387283	8.444954651117634e-17	0.0006609385327164573	0.0	346	sp|P55795|HNRH2_HUMAN;sp|P31942|HNRH3_HUMAN;sp|P31943|HNRH1_HUMAN	True
sp|P16070|CD44_HUMAN	CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3	22	10	0.00048716038088705	0.0	15.363881401617252	1.503560276922195e-36	0.0006609385327164573	0.0	742	sp|P16070|CD44_HUMAN	True
